team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
FLA,2022,FLA,FLA,Team Level,all,53,0.52,0.53,0.53,191994.0,1892.07,200.64,135.26,436.89,64.3,1026.16,736.74,189.91,202.7,191.83,1904.0,696.0,856.0,3456.0,184.0,205.0,42.0,393.0,58.0,855.0,905.0,1720.0,2416.0,245.0,541.0,1594.0,1080.0,359.0,470.0,1875.0,497.0,228.0,55.29,61.73,83.63,51.0,65.0,68.0,3498.29,2600.0,2629.24,211.0,30.74,50.54,51.1,180.28,181.91,176.59,1689.61,182.24,119.74,392.88,57.1,923.67,659.37,173.97,181.2,173.02,1711.0,624.0,698.0,3033.0,183.0,162.0,24.0,350.0,68.0,751.0,821.0,1528.0,2152.0,234.0,528.0,1685.0,1136.0,352.0,524.0,1652.0,481.0,202.0,46.93,59.14,76.17,66.0,53.0,64.0,3004.09,2335.0,2314.93,260.0,27.13,33.25,33.29,176.08,175.2,169.58
FLA,2022,FLA,FLA,Team Level,5on5,53,0.54,0.53,0.53,147910.0,1405.58,126.07,94.4,342.6,47.49,761.19,565.24,120.25,128.13,122.17,1425.0,512.0,646.0,2583.0,119.0,146.0,26.0,313.0,37.0,628.0,694.0,1306.0,1818.0,213.0,466.0,1165.0,981.0,296.0,382.0,1426.0,384.0,127.0,41.94,47.94,36.19,42.0,51.0,26.0,2625.29,1937.0,1966.24,176.0,19.58,31.66,32.36,113.29,114.93,113.01,1256.79,107.91,85.39,306.25,42.63,693.02,507.81,104.34,106.88,103.39,1258.0,485.0,519.0,2262.0,107.0,111.0,15.0,273.0,50.0,570.0,632.0,1151.0,1636.0,211.0,476.0,1243.0,1033.0,284.0,434.0,1286.0,358.0,99.0,36.88,43.58,27.45,50.0,37.0,20.0,2233.09,1743.0,1722.93,227.0,17.67,22.0,22.04,103.55,102.66,101.13
FLA,2022,FLA,FLA,Team Level,4on5,53,0.13,0.16,0.18,17369.0,60.27,5.76,2.91,8.58,1.82,18.92,42.01,5.48,5.76,5.48,63.0,17.0,15.0,95.0,3.0,2.0,1.0,8.0,2.0,17.0,48.0,60.0,77.0,9.0,28.0,155.0,55.0,38.0,24.0,61.0,11.0,8.0,2.03,1.31,2.42,1.0,0.0,2.0,95.0,80.0,80.0,23.0,0.67,0.58,0.58,5.85,5.85,5.71,274.24,37.2,24.19,60.38,9.1,160.42,85.71,34.29,37.2,34.29,289.0,88.0,111.0,488.0,42.0,31.0,8.0,54.0,13.0,121.0,116.0,247.0,335.0,11.0,25.0,183.0,19.0,13.0,49.0,256.0,72.0,49.0,6.35,8.68,22.18,11.0,7.0,24.0,488.0,377.0,377.0,7.0,6.53,5.66,5.66,38.08,38.08,35.21
FLA,2022,FLA,FLA,Team Level,5on4,53,0.9,0.88,0.87,17809.0,310.22,43.93,28.97,65.15,11.04,180.96,93.95,41.64,43.93,41.64,304.0,120.0,126.0,550.0,43.0,40.0,12.0,56.0,13.0,153.0,119.0,261.0,381.0,12.0,22.0,171.0,21.0,12.0,44.0,301.0,67.0,56.0,7.65,8.15,28.14,6.0,11.0,26.0,550.0,424.0,424.0,6.0,7.64,11.65,12.35,39.22,39.22,37.46,46.78,4.84,2.47,7.1,1.62,15.97,33.0,4.79,4.84,4.79,49.0,16.0,11.0,76.0,5.0,5.0,0.0,2.0,2.0,15.0,36.0,44.0,60.0,6.0,12.0,158.0,58.0,41.0,21.0,50.0,10.0,5.0,1.41,1.49,1.94,1.0,3.0,1.0,76.0,65.0,65.0,20.0,0.56,0.91,0.91,4.49,4.49,4.46
ARI,2022,ARI,ARI,Team Level,other,51,0.37,0.43,0.39,6401.0,71.59,16.13,4.83,12.54,2.44,38.86,24.18,15.54,16.13,15.54,69.0,30.0,43.0,142.0,16.0,6.0,0.0,11.0,3.0,38.0,25.0,53.0,83.0,4.0,8.0,68.0,27.0,13.0,15.0,49.0,26.0,24.0,2.14,3.48,10.52,1.0,3.0,12.0,142.0,99.0,99.0,5.0,1.41,1.22,1.22,16.32,16.32,15.89,111.51,27.98,8.57,18.31,3.61,61.14,36.38,26.04,27.98,26.04,113.0,43.0,36.0,192.0,20.0,13.0,4.0,19.0,4.0,56.0,44.0,93.0,136.0,2.0,4.0,86.0,26.0,17.0,13.0,69.0,49.0,38.0,3.14,6.4,18.44,1.0,7.0,12.0,192.0,156.0,156.0,6.0,2.54,5.36,5.36,25.16,25.16,23.78
ARI,2022,ARI,ARI,Team Level,all,51,0.41,0.43,0.43,185640.0,1334.56,137.8,94.72,298.39,43.32,737.94,530.83,130.78,137.36,130.36,1320.0,523.0,619.0,2462.0,132.0,105.0,11.0,282.0,37.0,598.0,689.0,1188.0,1711.0,217.0,485.0,1329.0,1299.0,284.0,486.0,1309.0,387.0,147.0,39.74,47.31,50.74,41.0,43.0,48.0,2426.55,1843.0,1826.58,262.0,21.05,20.59,20.59,138.26,137.78,132.67,1775.84,194.4,128.7,401.88,58.42,986.02,689.59,183.13,195.58,184.24,1775.0,684.0,748.0,3207.0,177.0,159.0,30.0,402.0,61.0,841.0,819.0,1598.0,2282.0,193.0,439.0,1573.0,1143.0,343.0,437.0,1692.0,576.0,191.0,52.91,72.51,68.98,50.0,71.0,56.0,3256.51,2459.0,2484.56,196.0,28.96,34.67,34.73,188.64,189.65,182.1
ARI,2022,ARI,ARI,Team Level,5on5,51,0.43,0.44,0.44,145489.0,1031.37,90.2,69.93,241.14,33.47,568.69,420.58,87.36,89.76,86.93,1011.0,413.0,483.0,1907.0,86.0,77.0,10.0,225.0,29.0,452.0,555.0,925.0,1338.0,193.0,439.0,1004.0,1202.0,239.0,402.0,1044.0,300.0,80.0,32.03,36.8,21.37,35.0,33.0,18.0,1871.55,1424.0,1407.58,230.0,14.45,15.03,15.32,89.34,88.85,87.42,1304.11,117.43,89.03,311.16,42.65,718.47,526.26,113.02,118.61,114.14,1313.0,492.0,582.0,2387.0,110.0,113.0,21.0,327.0,48.0,590.0,617.0,1203.0,1695.0,177.0,407.0,1178.0,1051.0,281.0,371.0,1297.0,409.0,99.0,39.78,51.45,26.2,40.0,46.0,24.0,2436.51,1805.0,1830.56,179.0,18.49,21.98,22.03,113.89,114.9,112.6
ARI,2022,ARI,ARI,Team Level,4on5,51,0.08,0.08,0.09,17968.0,33.69,3.74,1.7,4.82,1.04,10.12,23.59,3.66,3.74,3.66,39.0,6.0,5.0,50.0,3.0,2.0,0.0,1.0,0.0,4.0,35.0,36.0,42.0,6.0,12.0,133.0,52.0,28.0,26.0,27.0,12.0,6.0,0.81,1.38,1.56,1.0,1.0,1.0,50.0,45.0,45.0,23.0,0.38,0.66,0.66,3.47,3.47,3.43,323.41,44.8,28.88,66.88,10.97,194.39,102.07,39.93,44.8,39.93,307.0,141.0,119.0,567.0,46.0,33.0,5.0,51.0,8.0,185.0,125.0,261.0,402.0,9.0,18.0,180.0,21.0,13.0,40.0,295.0,104.0,49.0,8.83,12.96,23.01,9.0,18.0,19.0,567.0,448.0,448.0,1.0,7.41,7.33,7.33,44.88,44.88,41.07
ARI,2022,ARI,ARI,Team Level,5on4,51,0.87,0.86,0.85,15782.0,197.91,27.73,18.27,39.89,6.36,120.27,62.49,24.23,27.73,24.23,201.0,74.0,88.0,363.0,27.0,20.0,1.0,45.0,5.0,104.0,74.0,174.0,248.0,14.0,26.0,124.0,18.0,4.0,43.0,189.0,49.0,37.0,4.76,5.66,17.3,4.0,6.0,17.0,363.0,275.0,275.0,4.0,4.81,3.69,3.41,29.13,29.13,25.92,36.83,4.2,2.22,5.51,1.19,12.01,24.87,4.14,4.2,4.14,42.0,8.0,11.0,61.0,1.0,0.0,0.0,5.0,1.0,10.0,33.0,41.0,49.0,5.0,10.0,129.0,45.0,32.0,13.0,31.0,14.0,5.0,1.16,1.71,1.33,0.0,0.0,1.0,61.0,50.0,50.0,10.0,0.51,0.0,0.0,4.7,4.7,4.65
BOS,2022,BOS,BOS,Team Level,other,51,0.54,0.45,0.45,7618.0,102.78,25.33,7.56,16.75,3.26,53.33,33.76,24.31,25.33,24.31,103.0,37.0,46.0,186.0,25.0,8.0,2.0,14.0,3.0,43.0,47.0,78.0,115.0,10.0,20.0,92.0,19.0,13.0,14.0,58.0,51.0,31.0,2.7,6.7,15.94,6.0,4.0,15.0,186.0,140.0,140.0,4.0,2.2,2.38,2.38,25.15,25.15,24.48,125.0,21.33,10.05,24.0,4.52,72.35,39.76,18.07,21.33,18.07,114.0,58.0,55.0,227.0,11.0,17.0,2.0,17.0,5.0,67.0,55.0,103.0,161.0,8.0,16.0,92.0,27.0,23.0,12.0,92.0,52.0,28.0,3.28,6.51,11.54,1.0,4.0,6.0,227.0,172.0,172.0,4.0,3.12,5.22,5.22,19.22,19.22,17.25
BOS,2022,BOS,BOS,Team Level,all,51,0.55,0.51,0.52,186055.0,1677.45,178.12,120.86,375.8,54.56,897.42,651.24,171.31,179.78,172.95,1706.0,572.0,723.0,3001.0,190.0,149.0,29.0,370.0,56.0,678.0,835.0,1516.0,2088.0,214.0,488.0,1612.0,1208.0,345.0,459.0,1549.0,554.0,175.0,47.47,69.51,61.14,67.0,68.0,55.0,3063.71,2278.0,2318.64,183.0,27.05,32.72,32.76,172.41,174.26,170.35,1519.22,146.99,107.71,346.66,49.93,831.9,599.86,139.29,145.95,138.31,1495.0,589.0,748.0,2832.0,108.0,136.0,12.0,357.0,52.0,668.0,763.0,1387.0,1976.0,211.0,480.0,1308.0,1319.0,474.0,520.0,1491.0,442.0,151.0,41.17,54.54,51.28,30.0,42.0,36.0,2784.13,2084.0,2058.45,242.0,24.39,30.08,30.08,141.24,140.3,136.06
BOS,2022,BOS,BOS,Team Level,5on5,51,0.55,0.51,0.52,146359.0,1277.39,115.51,87.36,299.17,41.36,682.12,507.48,111.97,117.18,113.62,1291.0,442.0,557.0,2290.0,123.0,108.0,19.0,299.0,45.0,505.0,653.0,1168.0,1610.0,181.0,420.0,1179.0,1099.0,285.0,372.0,1221.0,414.0,98.0,37.29,51.65,26.57,54.0,49.0,20.0,2352.71,1733.0,1773.64,162.0,18.17,21.9,21.93,111.75,113.6,112.12,1153.33,96.28,76.74,275.4,37.73,626.39,470.53,92.78,95.23,91.8,1148.0,436.0,600.0,2184.0,70.0,99.0,7.0,288.0,40.0,498.0,589.0,1078.0,1514.0,183.0,422.0,980.0,1206.0,394.0,434.0,1173.0,324.0,87.0,32.48,39.7,24.1,26.0,31.0,13.0,2136.13,1584.0,1558.45,213.0,15.89,20.02,19.47,92.62,91.67,90.08
BOS,2022,BOS,BOS,Team Level,4on5,51,0.15,0.18,0.19,16661.0,46.63,4.33,2.54,6.64,1.44,15.82,33.22,4.29,4.33,4.29,57.0,7.0,14.0,78.0,3.0,2.0,0.0,7.0,0.0,12.0,40.0,54.0,61.0,9.0,20.0,149.0,69.0,41.0,19.0,47.0,14.0,3.0,1.58,1.9,0.86,2.0,1.0,0.0,78.0,64.0,64.0,14.0,0.58,0.21,0.21,4.71,4.71,4.67,201.71,25.34,18.82,42.11,6.55,121.34,62.84,24.46,25.34,24.46,190.0,87.0,84.0,361.0,24.0,20.0,3.0,47.0,7.0,98.0,81.0,166.0,253.0,12.0,24.0,131.0,27.0,17.0,54.0,193.0,55.0,29.0,4.54,7.03,13.77,3.0,7.0,14.0,361.0,277.0,277.0,6.0,4.9,4.83,5.38,24.86,24.86,24.29
BOS,2022,BOS,BOS,Team Level,5on4,51,0.89,0.88,0.87,15417.0,250.65,32.93,23.39,53.24,8.49,146.16,76.78,30.74,32.93,30.74,255.0,86.0,106.0,447.0,39.0,31.0,8.0,50.0,8.0,118.0,95.0,216.0,302.0,14.0,28.0,192.0,21.0,6.0,54.0,223.0,75.0,43.0,5.9,9.26,17.77,5.0,14.0,20.0,447.0,341.0,341.0,3.0,6.1,8.23,8.23,30.8,30.8,29.07,39.18,4.05,2.1,5.15,1.13,11.83,26.73,3.98,4.05,3.98,43.0,8.0,9.0,60.0,3.0,0.0,0.0,5.0,0.0,5.0,38.0,40.0,48.0,8.0,18.0,105.0,59.0,40.0,20.0,33.0,11.0,7.0,0.87,1.31,1.87,0.0,0.0,3.0,60.0,51.0,51.0,19.0,0.48,0.0,0.0,4.53,4.53,4.44
VGK,2022,VGK,VGK,Team Level,other,52,0.46,0.49,0.5,6827.0,90.71,17.92,7.22,16.42,3.17,52.16,29.1,17.31,17.92,17.31,96.0,30.0,51.0,177.0,19.0,11.0,2.0,15.0,4.0,42.0,35.0,77.0,107.0,4.0,8.0,86.0,31.0,23.0,14.0,76.0,27.0,23.0,2.67,3.5,11.75,4.0,6.0,9.0,177.0,126.0,126.0,6.0,2.0,2.4,2.4,17.52,17.52,17.16,90.33,20.82,6.71,15.52,3.02,51.67,30.25,20.45,20.82,20.45,88.0,40.0,59.0,187.0,18.0,7.0,0.0,23.0,2.0,46.0,32.0,70.0,110.0,2.0,2.0,73.0,22.0,17.0,15.0,77.0,23.0,28.0,3.02,2.66,15.15,4.0,2.0,12.0,187.0,128.0,128.0,6.0,1.86,1.91,1.91,20.76,20.76,20.43
VGK,2022,VGK,VGK,Team Level,all,52,0.54,0.5,0.51,189715.0,1666.49,169.25,119.15,384.15,55.54,917.49,657.49,162.16,170.85,163.77,1691.0,613.0,803.0,3107.0,162.0,148.0,27.0,341.0,60.0,728.0,865.0,1529.0,2142.0,145.0,331.0,1574.0,1270.0,462.0,347.0,1645.0,480.0,179.0,47.96,60.11,61.18,50.0,59.0,53.0,3132.62,2304.0,2318.51,167.0,26.26,32.27,32.32,163.12,164.68,161.04,1571.58,144.14,107.6,367.92,51.81,879.4,637.11,139.19,143.78,138.85,1577.0,611.0,924.0,3112.0,148.0,126.0,18.0,370.0,53.0,707.0,784.0,1429.0,2040.0,157.0,339.0,1427.0,1484.0,458.0,464.0,1658.0,394.0,136.0,47.23,47.14,49.78,49.0,53.0,46.0,3100.91,2188.0,2188.87,221.0,23.5,24.48,25.03,142.62,142.46,139.49
VGK,2022,VGK,VGK,Team Level,5on5,52,0.54,0.5,0.51,158529.0,1317.66,118.61,89.87,316.32,43.97,719.08,536.2,113.58,120.22,115.19,1325.0,500.0,665.0,2490.0,108.0,112.0,19.0,275.0,46.0,573.0,711.0,1217.0,1717.0,128.0,297.0,1229.0,1179.0,399.0,295.0,1333.0,381.0,111.0,39.35,47.32,31.95,42.0,43.0,23.0,2515.62,1825.0,1839.51,149.0,18.64,23.65,23.7,113.49,115.04,112.94,1280.18,100.76,84.04,311.32,42.15,713.64,530.08,97.51,100.4,97.17,1274.0,508.0,749.0,2531.0,107.0,100.0,14.0,309.0,48.0,560.0,658.0,1167.0,1675.0,146.0,319.0,1143.0,1412.0,387.0,409.0,1387.0,318.0,77.0,39.64,38.22,22.9,44.0,46.0,17.0,2519.91,1782.0,1782.87,206.0,17.32,19.03,19.72,98.37,98.2,96.6
VGK,2022,VGK,VGK,Team Level,4on5,52,0.21,0.13,0.16,11266.0,35.08,5.13,2.16,4.65,1.05,10.54,21.47,5.05,5.13,5.05,39.0,6.0,4.0,49.0,7.0,2.0,1.0,3.0,0.0,7.0,26.0,32.0,38.0,6.0,12.0,91.0,36.0,32.0,14.0,21.0,16.0,8.0,0.64,2.21,2.28,0.0,4.0,3.0,49.0,45.0,45.0,10.0,0.49,0.48,0.48,5.13,5.13,5.08,166.36,18.78,15.07,35.72,5.42,102.67,52.36,17.53,18.78,17.53,173.0,57.0,105.0,335.0,21.0,16.0,2.0,33.0,2.0,95.0,63.0,152.0,209.0,6.0,12.0,106.0,10.0,18.0,32.0,161.0,44.0,25.0,3.74,5.08,9.95,1.0,5.0,15.0,335.0,230.0,230.0,2.0,3.91,2.55,2.41,20.27,20.27,19.25
VGK,2022,VGK,VGK,Team Level,5on4,52,0.88,0.87,0.87,13093.0,223.04,27.58,19.9,46.76,7.34,135.71,70.71,26.22,27.58,26.22,231.0,77.0,83.0,391.0,28.0,23.0,5.0,48.0,10.0,106.0,93.0,203.0,280.0,7.0,14.0,168.0,24.0,8.0,24.0,215.0,56.0,37.0,5.3,7.08,15.21,4.0,6.0,18.0,391.0,308.0,308.0,2.0,5.13,5.73,5.73,26.97,26.97,25.84,34.71,3.79,1.79,5.35,1.22,11.42,24.42,3.7,3.79,3.7,42.0,6.0,11.0,59.0,2.0,3.0,2.0,5.0,1.0,6.0,31.0,40.0,46.0,3.0,6.0,105.0,40.0,36.0,8.0,33.0,9.0,6.0,0.83,1.18,1.78,0.0,0.0,2.0,59.0,48.0,48.0,7.0,0.42,0.99,0.99,3.21,3.21,3.21
PIT,2022,PIT,PIT,Team Level,other,50,0.57,0.49,0.48,5796.0,90.56,25.61,6.71,15.18,3.06,44.41,27.03,22.78,25.61,22.78,85.0,37.0,36.0,158.0,23.0,12.0,3.0,7.0,3.0,43.0,34.0,62.0,99.0,7.0,17.0,77.0,30.0,13.0,13.0,49.0,36.0,37.0,2.13,4.53,18.95,2.0,8.0,13.0,158.0,122.0,122.0,5.0,2.07,4.37,4.37,23.31,23.31,22.14,95.11,19.23,6.84,17.09,2.94,51.33,32.56,17.64,19.23,17.64,87.0,43.0,35.0,165.0,20.0,8.0,1.0,11.0,0.0,50.0,41.0,67.0,110.0,8.0,19.0,73.0,19.0,18.0,10.0,62.0,44.0,24.0,2.31,5.27,11.65,2.0,8.0,10.0,165.0,130.0,130.0,1.0,2.02,2.13,2.13,19.13,19.13,17.72
PIT,2022,PIT,PIT,Team Level,all,50,0.53,0.5,0.5,182108.0,1650.34,180.84,119.33,380.7,56.12,891.24,646.84,170.26,181.39,170.8,1648.0,628.0,781.0,3057.0,162.0,180.0,30.0,313.0,52.0,749.0,820.0,1486.0,2114.0,175.0,372.0,1516.0,1492.0,406.0,470.0,1559.0,509.0,208.0,44.84,63.58,72.42,51.0,55.0,56.0,3078.07,2276.0,2285.69,245.0,26.7,40.61,40.61,166.85,167.32,162.4,1650.45,161.14,117.79,379.13,54.73,912.25,661.95,153.9,161.38,154.15,1703.0,584.0,741.0,3028.0,153.0,149.0,18.0,325.0,38.0,792.0,830.0,1550.0,2134.0,186.0,397.0,1393.0,1289.0,406.0,393.0,1662.0,469.0,156.0,48.8,57.31,55.03,44.0,58.0,51.0,3022.3,2287.0,2283.68,183.0,26.19,33.06,33.15,154.19,154.38,150.15
PIT,2022,PIT,PIT,Team Level,5on5,50,0.52,0.51,0.5,145649.0,1291.06,117.37,88.28,313.48,43.77,697.92,521.25,112.78,117.91,113.32,1284.0,499.0,622.0,2405.0,100.0,132.0,15.0,263.0,44.0,585.0,659.0,1184.0,1683.0,151.0,321.0,1167.0,1367.0,336.0,395.0,1281.0,380.0,122.0,36.57,47.84,32.96,43.0,35.0,22.0,2426.07,1783.0,1792.69,223.0,18.38,26.91,26.91,108.78,109.25,107.12,1264.95,109.9,85.09,303.67,42.34,697.58,518.41,105.87,110.14,106.12,1304.0,453.0,599.0,2356.0,102.0,107.0,13.0,252.0,29.0,616.0,651.0,1202.0,1655.0,156.0,334.0,1065.0,1195.0,342.0,325.0,1308.0,353.0,96.0,38.77,43.25,27.88,36.0,42.0,24.0,2350.3,1757.0,1753.68,164.0,17.6,22.92,23.0,104.51,104.69,102.83
PIT,2022,PIT,PIT,Team Level,4on5,50,0.14,0.12,0.14,15236.0,39.23,4.07,2.11,5.35,1.29,13.33,27.85,4.02,4.07,4.02,46.0,8.0,3.0,57.0,5.0,1.0,1.0,5.0,2.0,6.0,35.0,41.0,49.0,3.0,6.0,121.0,69.0,34.0,14.0,37.0,11.0,6.0,0.77,1.56,1.74,0.0,4.0,1.0,57.0,54.0,54.0,13.0,0.49,0.39,0.39,4.16,4.16,4.14,239.68,25.75,23.0,51.57,7.86,148.0,77.81,24.43,25.75,24.43,254.0,80.0,103.0,437.0,27.0,28.0,4.0,55.0,8.0,117.0,99.0,227.0,307.0,16.0,32.0,152.0,21.0,13.0,42.0,249.0,59.0,26.0,6.21,7.03,12.51,6.0,6.0,15.0,437.0,334.0,334.0,5.0,5.91,6.38,6.38,25.28,25.28,24.35
PIT,2022,PIT,PIT,Team Level,5on4,50,0.84,0.86,0.83,15427.0,229.49,33.79,22.23,46.7,8.0,135.57,70.71,30.68,33.79,30.68,233.0,84.0,120.0,437.0,34.0,35.0,11.0,38.0,3.0,115.0,92.0,199.0,283.0,14.0,28.0,151.0,26.0,23.0,48.0,192.0,82.0,43.0,5.36,9.66,18.77,6.0,8.0,20.0,437.0,317.0,317.0,4.0,5.75,8.95,8.95,30.6,30.6,28.99,50.69,6.25,2.86,6.8,1.58,15.34,33.17,5.96,6.25,5.96,58.0,8.0,4.0,70.0,4.0,6.0,0.0,7.0,1.0,9.0,39.0,54.0,62.0,6.0,12.0,103.0,54.0,33.0,16.0,43.0,13.0,10.0,1.51,1.76,2.98,0.0,2.0,2.0,70.0,66.0,66.0,13.0,0.65,1.63,1.63,5.27,5.27,5.24
